Condition Code,Condition Name,Code Category,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
195967001,Asthma,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,053,888","$1,053,888",$121,99.9%,"8,674"
80394007,Hyperglycemia (disorder),Condition,Medicaid,Government,"$1,049,769","$1,049,769",$390,7.3%,"2,694"
49436004,Atrial fibrillation (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,048,781","$1,048,781","$3,543",32.6%,296
46752004,Torus palatinus (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,038,011","$1,038,011","$2,307",24.1%,450
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,032,006","$1,032,006","$1,425",100.0%,724
433144002,Chronic kidney disease stage 3 (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$1,030,278","$1,030,278",$342,100.0%,"3,013"
431856006,Chronic kidney disease stage 2 (disorder),Condition,Blue Cross Blue Shield,Commercial,"$1,025,504","$1,025,504",$363,72.0%,"2,828"
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,Cigna Health,Commercial,"$1,016,567","$1,016,567","$2,054",24.9%,495
75498004,Acute bacterial sinusitis (disorder),Condition,UnitedHealthcare,Commercial,"$1,014,338","$1,014,338",$211,35.9%,"4,817"
35999006,Blighted ovum,Condition,UnitedHealthcare,Commercial,"$1,010,005","$1,010,005","$1,510",19.4%,669
233678006,Childhood asthma,Condition,Humana,Commercial,"$1,009,539","$1,009,539",$175,82.9%,"5,765"
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,UnitedHealthcare,Commercial,"$1,004,362","$1,004,362","$1,526",23.9%,658
45816000,Pyelonephritis,Condition,Humana,Commercial,"$1,003,122","$1,003,122","$2,489",54.5%,403
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Anthem,Commercial,"$1,001,829","$1,001,829","$1,145",23.6%,875
433144002,Chronic kidney disease stage 3 (disorder),Condition,Anthem,Commercial,"$995,521","$995,521",$328,42.2%,"3,039"
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Aetna,Commercial,"$990,163","$990,163","$1,137",54.9%,871
44054006,Diabetes mellitus type 2 (disorder),Condition,Dual Eligible,Government,"$988,985","$988,985",$676,1.8%,"1,463"
35999006,Blighted ovum,Condition,Blue Cross Blue Shield,Commercial,"$981,968","$981,968","$1,527",16.2%,643
185086009,Chronic obstructive bronchitis (disorder),Condition,UnitedHealthcare,Commercial,"$978,687","$978,687","$6,234",23.2%,157
75498004,Acute bacterial sinusitis (disorder),Condition,Dual Eligible,Government,"$977,218","$977,218",$227,15.4%,"4,314"
48333001,Burn injury (morphologic abnormality),Condition,Aetna,Commercial,"$974,973","$974,973",$186,81.4%,"5,235"
60573004,Aortic valve stenosis (disorder),Condition,UnitedHealthcare,Commercial,"$962,626","$962,626","$1,722",25.3%,559
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,Aetna,Commercial,"$960,542","$960,542","$2,026",26.2%,474
90460009,Injury of neck (disorder),Condition,Humana,Commercial,"$960,532","$960,532",$173,78.8%,"5,557"
48333001,Burn injury (morphologic abnormality),Condition,Cigna Health,Commercial,"$956,639","$956,639",$184,70.6%,"5,186"
46752004,Torus palatinus (disorder),Condition,UnitedHealthcare,Commercial,"$943,831","$943,831","$2,263",19.3%,417
237602007,Metabolic syndrome X (disorder),Condition,Blue Cross Blue Shield,Commercial,"$935,047","$935,047",$382,75.6%,"2,448"
65275009,Acute Cholecystitis,Condition,Anthem,Commercial,"$933,655","$933,655",$888,20.5%,"1,052"
55680006,Drug overdose,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$932,007","$932,007",$119,100.0%,"7,830"
431856006,Chronic kidney disease stage 2 (disorder),Condition,UnitedHealthcare,Commercial,"$931,650","$931,650",$363,53.0%,"2,567"
125601008,Injury of knee (disorder),Condition,Cigna Health,Commercial,"$931,467","$931,467",$414,70.9%,"2,250"
195967001,Asthma,Condition,Blue Cross Blue Shield,Commercial,"$924,175","$924,175",$125,66.9%,"7,417"
80583007,Severe anxiety (panic) (finding),Condition,Anthem,Commercial,"$922,498","$922,498",$437,59.9%,"2,109"
125601008,Injury of knee (disorder),Condition,Aetna,Commercial,"$917,983","$917,983",$416,80.9%,"2,208"
65363002,Otitis media,Condition,Dual Eligible,Government,"$917,022","$917,022",$163,20.6%,"5,611"
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$911,817","$911,817","$2,063",100.0%,442
39898005,Sleep disorder (disorder),Condition,Blue Cross Blue Shield,Commercial,"$909,677","$909,677","$1,013",58.3%,898
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,UnitedHealthcare,Commercial,"$909,642","$909,642","$1,397",28.2%,651
425048006,Non-small cell carcinoma of lung  TNM stage 2 (disorder),Condition,Medicare,Government,"$908,836","$908,836","$5,508",0.0%,165
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,Anthem,Commercial,"$907,684","$907,684","$2,017",19.1%,450
24079001,Atopic dermatitis,Condition,Medicare,Government,"$903,977","$903,977",$156,22.1%,"5,777"
233678006,Childhood asthma,Condition,Blue Cross Blue Shield,Commercial,"$901,315","$901,315",$185,78.0%,"4,872"
195967001,Asthma,Condition,Dual Eligible,Government,"$901,214","$901,214",$122,28.6%,"7,383"
45816000,Pyelonephritis,Condition,Aetna,Commercial,"$898,695","$898,695","$2,390",58.9%,376
6072007,Bleeding from anus,Condition,Aetna,Commercial,"$891,654","$891,654","$6,415",52.9%,139
44054006,Diabetes mellitus type 2 (disorder),Condition,Humana,Commercial,"$890,433","$890,433",$539,82.7%,"1,651"
65275009,Acute Cholecystitis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$887,494","$887,494",$914,100.0%,971
185086009,Chronic obstructive bronchitis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$880,208","$880,208","$4,423",59.2%,199
233678006,Childhood asthma,Condition,Dual Eligible,Government,"$872,374","$872,374",$164,21.4%,"5,330"
48333001,Burn injury (morphologic abnormality),Condition,Anthem,Commercial,"$865,432","$865,432",$184,50.6%,"4,702"
45816000,Pyelonephritis,Condition,Anthem,Commercial,"$864,628","$864,628","$2,463",26.7%,351
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,Blue Cross Blue Shield,Commercial,"$864,508","$864,508",$437,70.0%,"1,979"
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$862,039","$862,039","$1,165",100.0%,740
39898005,Sleep disorder (disorder),Condition,UnitedHealthcare,Commercial,"$859,501","$859,501","$1,020",35.5%,843
254637007,Non-small cell lung cancer (disorder),Condition,UnitedHealthcare,Commercial,"$856,649","$856,649","$13,385",15.0%,64
125601008,Injury of knee (disorder),Condition,Anthem,Commercial,"$838,940","$838,940",$415,51.6%,"2,022"
233678006,Childhood asthma,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$835,604","$835,604",$173,99.9%,"4,825"
156073000,Complete miscarriage (disorder),Condition,Dual Eligible,Government,"$828,273","$828,273","$1,404",2.5%,590
233678006,Childhood asthma,Condition,Cigna Health,Commercial,"$825,270","$825,270",$178,76.6%,"4,643"
714628002,Prediabetes (finding),Condition,Blue Cross Blue Shield,Commercial,"$825,136","$825,136",$611,88.3%,"1,350"
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Blue Cross Blue Shield,Commercial,"$823,324","$823,324","$1,393",51.7%,591
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Dual Eligible,Government,"$822,102","$822,102","$1,227",2.8%,670
361055000,Misuses drugs (finding),Condition,Humana,Commercial,"$817,726","$817,726",$440,73.4%,"1,859"
10939881000119105,Unhealthy alcohol drinking behavior (finding),Condition,UnitedHealthcare,Commercial,"$815,520","$815,520",$446,60.3%,"1,829"
233678006,Childhood asthma,Condition,Aetna,Commercial,"$814,707","$814,707",$182,84.5%,"4,488"
48333001,Burn injury (morphologic abnormality),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$814,156","$814,156",$186,100.0%,"4,382"
44054006,Diabetes mellitus type 2 (disorder),Condition,Anthem,Commercial,"$812,036","$812,036",$602,61.0%,"1,348"
267253006,Fetus with chromosomal abnormality,Condition,Humana,Commercial,"$809,581","$809,581","$1,516",13.3%,534
237602007,Metabolic syndrome X (disorder),Condition,UnitedHealthcare,Commercial,"$808,371","$808,371",$353,62.8%,"2,287"
110030002,Concussion injury of brain (disorder),Condition,Medicare,Government,"$807,773","$807,773",$122,27.5%,"6,646"
195967001,Asthma,Condition,UnitedHealthcare,Commercial,"$806,028","$806,028",$123,49.9%,"6,542"
6072007,Bleeding from anus,Condition,Anthem,Commercial,"$804,945","$804,945","$5,590",21.5%,144
45816000,Pyelonephritis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$801,443","$801,443","$2,585",100.0%,310
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Medicare,Government,"$794,338","$794,338",$504,10.2%,"1,577"
90460009,Injury of neck (disorder),Condition,Cigna Health,Commercial,"$791,911","$791,911",$171,72.0%,"4,626"
254637007,Non-small cell lung cancer (disorder),Condition,Blue Cross Blue Shield,Commercial,"$787,965","$787,965","$12,123",6.3%,65
44054006,Diabetes mellitus type 2 (disorder),Condition,Aetna,Commercial,"$784,594","$784,594",$519,79.8%,"1,511"
263172003,Fracture of mandible (disorder),Condition,Dual Eligible,Government,"$784,107","$784,107","$2,142",1.6%,366
90460009,Injury of neck (disorder),Condition,Anthem,Commercial,"$783,683","$783,683",$172,54.9%,"4,545"
45816000,Pyelonephritis,Condition,Cigna Health,Commercial,"$781,791","$781,791","$2,369",46.2%,330
233678006,Childhood asthma,Condition,UnitedHealthcare,Commercial,"$778,006","$778,006",$181,64.2%,"4,299"
80583007,Severe anxiety (panic) (finding),Condition,Blue Cross Blue Shield,Commercial,"$776,312","$776,312",$499,72.5%,"1,557"
37849005,Congenital uterine anomaly,Condition,Medicaid,Government,"$770,837","$770,837","$1,374",4.1%,561
307731004,Injury of tendon of the rotator cuff of shoulder,Condition,Blue Cross Blue Shield,Commercial,"$768,049","$768,049","$1,217",36.0%,631
125601008,Injury of knee (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$760,192","$760,192",$411,100.0%,"1,849"
60573004,Aortic valve stenosis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$755,835","$755,835","$1,465",46.0%,516
233678006,Childhood asthma,Condition,Anthem,Commercial,"$753,246","$753,246",$178,63.4%,"4,243"
6072007,Bleeding from anus,Condition,Cigna Health,Commercial,"$751,799","$751,799","$5,257",38.6%,143
44054006,Diabetes mellitus type 2 (disorder),Condition,Cigna Health,Commercial,"$750,301","$750,301",$530,79.5%,"1,416"
90460009,Injury of neck (disorder),Condition,Aetna,Commercial,"$747,054","$747,054",$170,80.8%,"4,400"
45816000,Pyelonephritis,Condition,Blue Cross Blue Shield,Commercial,"$744,273","$744,273","$2,566",44.7%,290
6072007,Bleeding from anus,Condition,Humana,Commercial,"$743,040","$743,040","$5,716",48.2%,130
95417003,Primary fibromyalgia syndrome,Condition,Medicare,Government,"$739,078","$739,078",$110,19.4%,"6,733"
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Medicaid,Government,"$728,384","$728,384",$574,7.1%,"1,268"
48333001,Burn injury (morphologic abnormality),Condition,Blue Cross Blue Shield,Commercial,"$713,099","$713,099",$188,70.2%,"3,797"
714628002,Prediabetes (finding),Condition,UnitedHealthcare,Commercial,"$696,714","$696,714",$667,74.3%,"1,045"
714628002,Prediabetes (finding),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$694,635","$694,635",$621,100.0%,"1,118"
80583007,Severe anxiety (panic) (finding),Condition,UnitedHealthcare,Commercial,"$694,243","$694,243",$518,63.7%,"1,341"
433144002,Chronic kidney disease stage 3 (disorder),Condition,Blue Cross Blue Shield,Commercial,"$690,566","$690,566",$341,58.6%,"2,026"
302870006,Hypertriglyceridemia (disorder),Condition,Dual Eligible,Government,"$689,923","$689,923",$649,2.1%,"1,063"
4557003,Preinfarction syndrome (disorder),Condition,Cigna Health,Commercial,"$683,406","$683,406","$2,348",12.1%,291
4557003,Preinfarction syndrome (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$678,957","$678,957","$3,429",100.0%,198
65275009,Acute Cholecystitis,Condition,Aetna,Commercial,"$668,971","$668,971",$855,49.8%,782
62106007,Concussion with no loss of consciousness,Condition,Medicaid,Government,"$664,859","$664,859",$72,77.2%,"9,201"
126906006,Neoplasm of prostate,Condition,Aetna,Commercial,"$659,697","$659,697","$1,783",38.1%,370
125601008,Injury of knee (disorder),Condition,Blue Cross Blue Shield,Commercial,"$654,151","$654,151",$421,71.5%,"1,554"
254632001,Small cell carcinoma of lung (disorder),Condition,Dual Eligible,Government,"$651,532","$651,532","$7,239",0.1%,90
110030002,Concussion injury of brain (disorder),Condition,Humana,Commercial,"$647,978","$647,978",$128,79.9%,"5,057"
126906006,Neoplasm of prostate,Condition,Cigna Health,Commercial,"$645,580","$645,580","$1,750",24.7%,369
90460009,Injury of neck (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$644,391","$644,391",$171,100.0%,"3,768"
93761005,Primary malignant neoplasm of colon,Condition,Humana,Commercial,"$640,005","$640,005","$15,238",9.0%,42
48333001,Burn injury (morphologic abnormality),Condition,UnitedHealthcare,Commercial,"$631,217","$631,217",$183,50.2%,"3,443"
93761005,Primary malignant neoplasm of colon,Condition,Cigna Health,Commercial,"$627,600","$627,600","$18,459",14.1%,34
433144002,Chronic kidney disease stage 3 (disorder),Condition,UnitedHealthcare,Commercial,"$625,596","$625,596",$349,44.1%,"1,792"
79586000,Tubal pregnancy,Condition,Dual Eligible,Government,"$622,573","$622,573","$3,144",1.1%,198
45816000,Pyelonephritis,Condition,UnitedHealthcare,Commercial,"$614,781","$614,781","$2,489",22.1%,247
267253006,Fetus with chromosomal abnormality,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$613,185","$613,185","$1,488",100.0%,412
361055000,Misuses drugs (finding),Condition,Anthem,Commercial,"$612,130","$612,130",$457,64.5%,"1,338"
80394007,Hyperglycemia (disorder),Condition,Humana,Commercial,"$611,436","$611,436",$516,62.5%,"1,186"
126906006,Neoplasm of prostate,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$610,337","$610,337","$1,800",100.0%,339
125601008,Injury of knee (disorder),Condition,UnitedHealthcare,Commercial,"$610,175","$610,175",$426,53.8%,"1,433"
361055000,Misuses drugs (finding),Condition,Cigna Health,Commercial,"$604,711","$604,711",$430,76.4%,"1,407"
4557003,Preinfarction syndrome (disorder),Condition,Humana,Commercial,"$602,580","$602,580","$2,575",8.4%,234
48333001,Burn injury (morphologic abnormality),Condition,Dual Eligible,Government,"$595,444","$595,444",$171,19.1%,"3,472"
361055000,Misuses drugs (finding),Condition,Aetna,Commercial,"$584,767","$584,767",$472,78.8%,"1,239"
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,Blue Cross Blue Shield,Commercial,"$580,246","$580,246","$2,118",24.7%,274
4557003,Preinfarction syndrome (disorder),Condition,Aetna,Commercial,"$579,676","$579,676","$2,204",4.6%,263
90460009,Injury of neck (disorder),Condition,Blue Cross Blue Shield,Commercial,"$568,437","$568,437",$172,72.0%,"3,303"
254632001,Small cell carcinoma of lung (disorder),Condition,Medicaid,Government,"$566,869","$566,869","$10,498",0.2%,54
1255252008,Resorption of alveolar process due to dental trauma (disorder),Condition,UnitedHealthcare,Commercial,"$560,571","$560,571","$2,131",18.1%,263
81629009,Traumatic dislocation of temporomandibular joint (disorder),Condition,Dual Eligible,Government,"$549,764","$549,764","$1,294",2.7%,425
65275009,Acute Cholecystitis,Condition,Blue Cross Blue Shield,Commercial,"$546,080","$546,080",$875,39.7%,624
267253006,Fetus with chromosomal abnormality,Condition,Anthem,Commercial,"$545,506","$545,506","$1,462",6.4%,373
126906006,Neoplasm of prostate,Condition,Anthem,Commercial,"$541,687","$541,687","$1,842",18.5%,294
5602001,Opioid abuse (disorder),Condition,Medicaid,Government,"$539,644","$539,644",$427,2.8%,"1,264"
125601008,Injury of knee (disorder),Condition,Dual Eligible,Government,"$537,324","$537,324",$388,9.0%,"1,384"
90460009,Injury of neck (disorder),Condition,UnitedHealthcare,Commercial,"$534,376","$534,376",$170,54.5%,"3,152"
44054006,Diabetes mellitus type 2 (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$532,777","$532,777",$563,100.0%,946
126906006,Neoplasm of prostate,Condition,Humana,Commercial,"$528,318","$528,318","$1,651",29.5%,320
361055000,Misuses drugs (finding),Condition,Dual Eligible,Government,"$527,136","$527,136",$567,3.3%,930
302870006,Hypertriglyceridemia (disorder),Condition,Humana,Commercial,"$525,412","$525,412",$445,88.9%,"1,180"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,Humana,Commercial,"$516,256","$516,256",$879,50.2%,587
45816000,Pyelonephritis,Condition,Dual Eligible,Government,"$512,100","$512,100","$2,404",1.4%,213
93761005,Primary malignant neoplasm of colon,Condition,Aetna,Commercial,"$505,284","$505,284","$14,861",15.5%,34
361055000,Misuses drugs (finding),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$495,226","$495,226",$453,100.0%,"1,093"
302870006,Hypertriglyceridemia (disorder),Condition,Aetna,Commercial,"$494,674","$494,674",$457,87.9%,"1,083"
110030002,Concussion injury of brain (disorder),Condition,Aetna,Commercial,"$491,503","$491,503",$118,83.2%,"4,150"
110030002,Concussion injury of brain (disorder),Condition,Cigna Health,Commercial,"$490,521","$490,521",$118,72.8%,"4,140"
90460009,Injury of neck (disorder),Condition,Dual Eligible,Government,"$490,503","$490,503",$159,21.9%,"3,077"
44054006,Diabetes mellitus type 2 (disorder),Condition,Blue Cross Blue Shield,Commercial,"$481,832","$481,832",$525,79.5%,917
609496007,Complication occuring during pregnancy,Condition,Medicaid,Government,"$480,356","$480,356","$1,392",4.0%,345
65966004,Fracture of forearm,Condition,Medicare,Government,"$477,877","$477,877",$73,15.6%,"6,590"
267253006,Fetus with chromosomal abnormality,Condition,Cigna Health,Commercial,"$476,327","$476,327","$1,484",7.5%,321
80394007,Hyperglycemia (disorder),Condition,Dual Eligible,Government,"$472,802","$472,802",$556,1.9%,851
62479008,Acquired immune deficiency syndrome (disorder),Condition,Medicare,Government,"$468,328","$468,328","$1,588",7.5%,295
267253006,Fetus with chromosomal abnormality,Condition,Aetna,Commercial,"$462,721","$462,721","$1,415",9.1%,327
4557003,Preinfarction syndrome (disorder),Condition,Anthem,Commercial,"$461,272","$461,272","$2,390",19.2%,193
80394007,Hyperglycemia (disorder),Condition,Anthem,Commercial,"$459,093","$459,093",$438,58.4%,"1,047"
6072007,Bleeding from anus,Condition,Blue Cross Blue Shield,Commercial,"$457,124","$457,124","$5,508",33.5%,83
93761005,Primary malignant neoplasm of colon,Condition,Anthem,Commercial,"$456,664","$456,664","$14,271",7.8%,32
6072007,Bleeding from anus,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$455,194","$455,194","$5,419",100.0%,84
110030002,Concussion injury of brain (disorder),Condition,Anthem,Commercial,"$454,682","$454,682",$119,57.9%,"3,825"
90560007,Gout,Condition,Medicare,Government,"$453,769","$453,769",$253,12.6%,"1,797"
239873007,Osteoarthritis of knee,Condition,Medicaid,Government,"$452,918","$452,918",$211,33.6%,"2,142"
302870006,Hypertriglyceridemia (disorder),Condition,Cigna Health,Commercial,"$452,268","$452,268",$428,83.3%,"1,057"
361055000,Misuses drugs (finding),Condition,UnitedHealthcare,Commercial,"$450,614","$450,614",$480,62.7%,939
44054006,Diabetes mellitus type 2 (disorder),Condition,UnitedHealthcare,Commercial,"$444,233","$444,233",$596,60.7%,745
80394007,Hyperglycemia (disorder),Condition,Cigna Health,Commercial,"$436,801","$436,801",$423,76.6%,"1,033"
65275009,Acute Cholecystitis,Condition,UnitedHealthcare,Commercial,"$435,025","$435,025",$780,21.2%,558
302870006,Hypertriglyceridemia (disorder),Condition,Anthem,Commercial,"$429,380","$429,380",$436,70.4%,985
6072007,Bleeding from anus,Condition,UnitedHealthcare,Commercial,"$427,596","$427,596","$6,109",20.9%,70
267253006,Fetus with chromosomal abnormality,Condition,Blue Cross Blue Shield,Commercial,"$425,162","$425,162","$1,481",10.5%,287
67787004,Tongue tie (disorder),Condition,Medicare,Government,"$420,417","$420,417","$2,071",3.4%,203
80394007,Hyperglycemia (disorder),Condition,Aetna,Commercial,"$419,773","$419,773",$402,76.1%,"1,044"
110030002,Concussion injury of brain (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$419,569","$419,569",$121,100.0%,"3,455"
267253006,Fetus with chromosomal abnormality,Condition,UnitedHealthcare,Commercial,"$410,989","$410,989","$1,422",7.6%,289
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,Dual Eligible,Government,"$407,013","$407,013",$522,1.9%,779
361055000,Misuses drugs (finding),Condition,Blue Cross Blue Shield,Commercial,"$406,404","$406,404",$472,76.1%,861
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,Anthem,Commercial,"$387,304","$387,304",$821,43.5%,472
110030002,Concussion injury of brain (disorder),Condition,Blue Cross Blue Shield,Commercial,"$386,239","$386,239",$127,71.5%,"3,046"
80394007,Hyperglycemia (disorder),Condition,Blue Cross Blue Shield,Commercial,"$385,530","$385,530",$558,63.5%,691
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,Aetna,Commercial,"$380,589","$380,589",$919,54.9%,414
93761005,Primary malignant neoplasm of colon,Condition,UnitedHealthcare,Commercial,"$380,525","$380,525","$21,140",6.3%,18
26929004,Alzheimer's disease (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$380,140","$380,140",$639,100.0%,595
267253006,Fetus with chromosomal abnormality,Condition,Medicare,Government,"$379,555","$379,555","$1,488",0.8%,255
110030002,Concussion injury of brain (disorder),Condition,UnitedHealthcare,Commercial,"$378,001","$378,001",$127,57.5%,"2,976"
128188000,Cerebral palsy (disorder),Condition,Medicaid,Government,"$377,070","$377,070",$547,12.4%,689
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,Medicare,Government,"$367,796","$367,796",$489,8.9%,752
47505003,Posttraumatic stress disorder,Condition,Medicare,Government,"$358,940","$358,940",$77,11.3%,"4,653"
124171000119105,Chronic intractable migraine without aura,Condition,Aetna,Commercial,"$354,510","$354,510",$63,59.9%,"5,605"
4557003,Preinfarction syndrome (disorder),Condition,UnitedHealthcare,Commercial,"$351,027","$351,027","$3,944",18.1%,89
35999006,Blighted ovum,Condition,Dual Eligible,Government,"$348,522","$348,522","$1,296",2.7%,269
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,Medicaid,Government,"$347,199","$347,199",$343,9.1%,"1,013"
124171000119105,Chronic intractable migraine without aura,Condition,Cigna Health,Commercial,"$346,519","$346,519",$63,55.4%,"5,512"
62106007,Concussion with no loss of consciousness,Condition,Medicare,Government,"$344,741","$344,741",$73,25.8%,"4,738"
124171000119105,Chronic intractable migraine without aura,Condition,Anthem,Commercial,"$336,253","$336,253",$62,47.4%,"5,396"
58150001,Fracture of clavicle,Condition,Medicare,Government,"$324,725","$324,725",$71,15.4%,"4,551"
37849005,Congenital uterine anomaly,Condition,Humana,Commercial,"$323,947","$323,947","$1,415",11.8%,229
239873007,Osteoarthritis of knee,Condition,Medicare,Government,"$322,559","$322,559",$241,21.7%,"1,339"
197927001,Recurrent urinary tract infection (disorder),Condition,Medicaid,Government,"$316,721","$316,721","$1,152",4.0%,275
302870006,Hypertriglyceridemia (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$316,029","$316,029",$423,100.0%,747
6072007,Bleeding from anus,Condition,Dual Eligible,Government,"$316,018","$316,018","$4,389",0.8%,72
65966004,Fracture of forearm,Condition,Medicaid,Government,"$314,995","$314,995",$71,74.6%,"4,406"
80394007,Hyperglycemia (disorder),Condition,UnitedHealthcare,Commercial,"$314,006","$314,006",$452,58.6%,694
254632001,Small cell carcinoma of lung (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$310,549","$310,549","$9,411",100.0%,33
16114001,Fracture of ankle,Condition,Medicare,Government,"$307,536","$307,536",$74,15.8%,"4,157"
24079001,Atopic dermatitis,Condition,Dual Eligible,Government,"$306,965","$306,965",$152,22.2%,"2,018"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,Blue Cross Blue Shield,Commercial,"$301,203","$301,203",$984,52.4%,306
67787004,Tongue tie (disorder),Condition,Medicaid,Government,"$300,862","$300,862","$1,892",2.7%,159
58150001,Fracture of clavicle,Condition,Medicaid,Government,"$299,153","$299,153",$71,74.3%,"4,188"
126906006,Neoplasm of prostate,Condition,Blue Cross Blue Shield,Commercial,"$296,529","$296,529","$1,865",21.4%,159
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$295,959","$295,959",$757,100.0%,391
263102004,Fracture subluxation of wrist,Condition,Medicare,Government,"$295,766","$295,766",$72,15.8%,"4,093"
254632001,Small cell carcinoma of lung (disorder),Condition,Humana,Commercial,"$286,866","$286,866","$13,039",9.9%,22
302870006,Hypertriglyceridemia (disorder),Condition,Blue Cross Blue Shield,Commercial,"$277,660","$277,660",$486,80.2%,571
126906006,Neoplasm of prostate,Condition,UnitedHealthcare,Commercial,"$275,092","$275,092","$1,618",16.4%,170
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Dual Eligible,Government,"$272,898","$272,898",$549,2.0%,497
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,Cigna Health,Commercial,"$272,629","$272,629",$602,67.7%,453
16114001,Fracture of ankle,Condition,Medicaid,Government,"$272,265","$272,265",$72,74.0%,"3,800"
124171000119105,Chronic intractable migraine without aura,Condition,Medicare,Government,"$272,044","$272,044",$64,22.1%,"4,280"
263102004,Fracture subluxation of wrist,Condition,Medicaid,Government,"$271,246","$271,246",$72,73.6%,"3,753"
124171000119105,Chronic intractable migraine without aura,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$271,054","$271,054",$64,100.0%,"4,220"
110030002,Concussion injury of brain (disorder),Condition,Dual Eligible,Government,"$269,705","$269,705",$122,28.5%,"2,217"
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Condition,Medicare,Government,"$266,290","$266,290",$491,14.6%,542
302870006,Hypertriglyceridemia (disorder),Condition,UnitedHealthcare,Commercial,"$262,146","$262,146",$416,69.4%,630
80394007,Hyperglycemia (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$261,430","$261,430",$361,100.0%,725
446096008,Perennial allergic rhinitis,Condition,Medicaid,Government,"$261,119","$261,119",$149,45.6%,"1,758"
62106007,Concussion with no loss of consciousness,Condition,Humana,Commercial,"$260,845","$260,845",$73,79.4%,"3,596"
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Medicaid,Government,"$260,784","$260,784",$148,45.7%,"1,767"
37849005,Congenital uterine anomaly,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$255,670","$255,670","$1,486",100.0%,172
55680006,Drug overdose,Condition,Humana,Commercial,"$252,314","$252,314",$128,69.7%,"1,967"
62479008,Acquired immune deficiency syndrome (disorder),Condition,Medicaid,Government,"$249,480","$249,480","$1,697",1.1%,147
90560007,Gout,Condition,Medicaid,Government,"$248,261","$248,261",$221,27.8%,"1,122"
