Condition Code,Condition Name,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
55680006,Drug overdose,Cigna Health,Commercial,"$1,324,306","$1,324,306",$117,67.7%,"11,328"
195967001,Asthma,Anthem,Commercial,"$1,306,346","$1,306,346",$120,51.9%,"10,883"
65275009,Acute Cholecystitis,Dual Eligible,Government,"$1,301,064","$1,301,064",$748,0.9%,"1,739"
35999006,Blighted ovum,NO_INSURANCE,Self-Pay / Uninsured,"$1,298,439","$1,298,439","$1,484",100.0%,875
195967001,Asthma,Aetna,Commercial,"$1,297,151","$1,297,151",$120,75.8%,"10,818"
714628002,Prediabetes (finding),UnitedHealthcare,Commercial,"$1,296,946","$1,296,946",$652,74.4%,"1,990"
241929008,Acute allergic reaction,Dual Eligible,Government,"$1,289,020","$1,289,020","$1,284",1.6%,"1,004"
241929008,Acute allergic reaction,Anthem,Commercial,"$1,282,538","$1,282,538","$1,286",31.3%,997
254637007,Non-small cell lung cancer (disorder),Cigna Health,Commercial,"$1,278,784","$1,278,784","$10,837",10.2%,118
55680006,Drug overdose,Aetna,Commercial,"$1,278,764","$1,278,764",$117,74.9%,"10,888"
263172003,Fracture of mandible (disorder),UnitedHealthcare,Commercial,"$1,270,216","$1,270,216","$1,669",25.2%,761
94260004,Secondary malignant neoplasm of colon,UnitedHealthcare,Commercial,"$1,250,243","$1,250,243","$5,557",8.3%,225
60234000,Aortic valve regurgitation (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,242,624","$1,242,624","$1,425",100.0%,872
433144002,Chronic kidney disease stage 3 (disorder),Blue Cross Blue Shield,Commercial,"$1,233,453","$1,233,453",$341,59.8%,"3,612"
93761005,Primary malignant neoplasm of colon,Medicaid,Government,"$1,229,542","$1,229,542","$9,996",0.5%,123
263172003,Fracture of mandible (disorder),Blue Cross Blue Shield,Commercial,"$1,226,218","$1,226,218","$1,777",44.9%,690
36971009,Sinusitis (disorder),UnitedHealthcare,Commercial,"$1,213,232","$1,213,232",$245,34.8%,"4,961"
48333001,Burn injury (morphologic abnormality),Humana,Commercial,"$1,211,168","$1,211,168",$183,76.5%,"6,632"
55680006,Drug overdose,Anthem,Commercial,"$1,210,255","$1,210,255",$117,49.1%,"10,329"
302870006,Hypertriglyceridemia (disorder),Dual Eligible,Government,"$1,209,062","$1,209,062",$618,2.2%,"1,955"
60234000,Aortic valve regurgitation (disorder),Blue Cross Blue Shield,Commercial,"$1,195,045","$1,195,045","$1,624",41.8%,736
35999006,Blighted ovum,Medicare,Government,"$1,184,735","$1,184,735","$1,464",3.3%,809
45816000,Pyelonephritis,Humana,Commercial,"$1,161,029","$1,161,029","$2,336",56.1%,497
307731004,Injury of tendon of the rotator cuff of shoulder,Cigna Health,Commercial,"$1,157,164","$1,157,164","$1,310",40.8%,883
254637007,Non-small cell lung cancer (disorder),Anthem,Commercial,"$1,153,091","$1,153,091","$10,878",13.5%,106
87433001,Pulmonary emphysema (disorder),UnitedHealthcare,Commercial,"$1,152,223","$1,152,223","$3,815",28.7%,302
197927001,Recurrent urinary tract infection (disorder),Medicaid,Government,"$1,138,730","$1,138,730","$1,438",3.4%,792
125601008,Injury of knee (disorder),Humana,Commercial,"$1,116,785","$1,116,785",$428,78.9%,"2,608"
433144002,Chronic kidney disease stage 3 (disorder),UnitedHealthcare,Commercial,"$1,114,939","$1,114,939",$345,43.7%,"3,235"
65275009,Acute Cholecystitis,Humana,Commercial,"$1,112,061","$1,112,061",$848,49.0%,"1,311"
39898005,Sleep disorder (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,111,478","$1,111,478",$989,100.0%,"1,124"
60234000,Aortic valve regurgitation (disorder),UnitedHealthcare,Commercial,"$1,110,067","$1,110,067","$1,464",30.7%,758
1255252008,Resorption of alveolar process due to dental trauma (disorder),Humana,Commercial,"$1,090,364","$1,090,364","$2,134",24.2%,511
65275009,Acute Cholecystitis,Cigna Health,Commercial,"$1,079,719","$1,079,719","$1,086",38.2%,994
75498004,Acute bacterial sinusitis (disorder),Blue Cross Blue Shield,Commercial,"$1,078,874","$1,078,874",$215,52.7%,"5,018"
1255252008,Resorption of alveolar process due to dental trauma (disorder),Dual Eligible,Government,"$1,078,225","$1,078,225","$1,898",1.8%,568
36971009,Sinusitis (disorder),Dual Eligible,Government,"$1,065,877","$1,065,877",$217,16.1%,"4,904"
195967001,Asthma,NO_INSURANCE,Self-Pay / Uninsured,"$1,053,888","$1,053,888",$121,99.9%,"8,674"
49436004,Atrial fibrillation (disorder),Blue Cross Blue Shield,Commercial,"$1,048,781","$1,048,781","$3,543",32.6%,296
46752004,Torus palatinus (disorder),Blue Cross Blue Shield,Commercial,"$1,038,011","$1,038,011","$2,307",24.1%,450
80394007,Hyperglycemia (disorder),Humana,Commercial,"$1,033,794","$1,033,794",$483,69.9%,"2,142"
81629009,Traumatic dislocation of temporomandibular joint (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,032,006","$1,032,006","$1,425",100.0%,724
1255252008,Resorption of alveolar process due to dental trauma (disorder),Cigna Health,Commercial,"$1,016,567","$1,016,567","$2,054",24.9%,495
75498004,Acute bacterial sinusitis (disorder),UnitedHealthcare,Commercial,"$1,014,338","$1,014,338",$211,35.9%,"4,817"
35999006,Blighted ovum,UnitedHealthcare,Commercial,"$1,010,005","$1,010,005","$1,510",19.4%,669
233678006,Childhood asthma,Humana,Commercial,"$1,009,539","$1,009,539",$175,82.9%,"5,765"
307731004,Injury of tendon of the rotator cuff of shoulder,UnitedHealthcare,Commercial,"$1,004,362","$1,004,362","$1,526",23.9%,658
307731004,Injury of tendon of the rotator cuff of shoulder,Anthem,Commercial,"$1,001,829","$1,001,829","$1,145",23.6%,875
213150003,Kidney transplant failure and rejection (disorder),Medicare,Government,"$999,430","$999,430",$531,1.9%,"1,882"
80394007,Hyperglycemia (disorder),Cigna Health,Commercial,"$999,004","$999,004",$506,69.1%,"1,973"
302870006,Hypertriglyceridemia (disorder),Humana,Commercial,"$996,600","$996,600",$453,85.9%,"2,201"
307731004,Injury of tendon of the rotator cuff of shoulder,Aetna,Commercial,"$990,163","$990,163","$1,137",54.9%,871
35999006,Blighted ovum,Blue Cross Blue Shield,Commercial,"$981,968","$981,968","$1,527",16.2%,643
185086009,Chronic obstructive bronchitis (disorder),UnitedHealthcare,Commercial,"$978,687","$978,687","$6,234",23.2%,157
75498004,Acute bacterial sinusitis (disorder),Dual Eligible,Government,"$977,218","$977,218",$227,15.4%,"4,314"
45816000,Pyelonephritis,Anthem,Commercial,"$976,760","$976,760","$2,251",27.9%,434
48333001,Burn injury (morphologic abnormality),Aetna,Commercial,"$974,973","$974,973",$186,81.4%,"5,235"
45816000,Pyelonephritis,Aetna,Commercial,"$969,005","$969,005","$2,243",59.8%,432
60573004,Aortic valve stenosis (disorder),UnitedHealthcare,Commercial,"$962,626","$962,626","$1,722",25.3%,559
1255252008,Resorption of alveolar process due to dental trauma (disorder),Aetna,Commercial,"$960,542","$960,542","$2,026",26.2%,474
90460009,Injury of neck (disorder),Humana,Commercial,"$960,532","$960,532",$173,78.8%,"5,557"
48333001,Burn injury (morphologic abnormality),Cigna Health,Commercial,"$956,639","$956,639",$184,70.6%,"5,186"
46752004,Torus palatinus (disorder),UnitedHealthcare,Commercial,"$943,831","$943,831","$2,263",19.3%,417
65275009,Acute Cholecystitis,Anthem,Commercial,"$933,655","$933,655",$888,20.5%,"1,052"
55680006,Drug overdose,NO_INSURANCE,Self-Pay / Uninsured,"$932,007","$932,007",$119,100.0%,"7,830"
125601008,Injury of knee (disorder),Cigna Health,Commercial,"$931,467","$931,467",$414,70.9%,"2,250"
195967001,Asthma,Blue Cross Blue Shield,Commercial,"$924,175","$924,175",$125,66.9%,"7,417"
125601008,Injury of knee (disorder),Aetna,Commercial,"$917,983","$917,983",$416,80.9%,"2,208"
44054006,Diabetes mellitus type 2 (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$917,569","$917,569",$517,100.0%,"1,775"
65363002,Otitis media,Dual Eligible,Government,"$917,022","$917,022",$163,20.6%,"5,611"
302870006,Hypertriglyceridemia (disorder),Aetna,Commercial,"$912,464","$912,464",$462,85.8%,"1,976"
1255252008,Resorption of alveolar process due to dental trauma (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$911,817","$911,817","$2,063",100.0%,442
39898005,Sleep disorder (disorder),Blue Cross Blue Shield,Commercial,"$909,677","$909,677","$1,013",58.3%,898
81629009,Traumatic dislocation of temporomandibular joint (disorder),UnitedHealthcare,Commercial,"$909,642","$909,642","$1,397",28.2%,651
425048006,Non-small cell carcinoma of lung  TNM stage 2 (disorder),Medicare,Government,"$908,836","$908,836","$5,508",0.0%,165
1255252008,Resorption of alveolar process due to dental trauma (disorder),Anthem,Commercial,"$907,684","$907,684","$2,017",19.1%,450
24079001,Atopic dermatitis,Medicare,Government,"$903,977","$903,977",$156,22.1%,"5,777"
233678006,Childhood asthma,Blue Cross Blue Shield,Commercial,"$901,315","$901,315",$185,78.0%,"4,872"
195967001,Asthma,Dual Eligible,Government,"$901,214","$901,214",$122,28.6%,"7,383"
80394007,Hyperglycemia (disorder),Dual Eligible,Government,"$899,351","$899,351",$589,1.9%,"1,526"
44054006,Diabetes mellitus type 2 (disorder),Blue Cross Blue Shield,Commercial,"$895,674","$895,674",$545,79.3%,"1,643"
6072007,Bleeding from anus,Aetna,Commercial,"$891,654","$891,654","$6,415",52.9%,139
45816000,Pyelonephritis,NO_INSURANCE,Self-Pay / Uninsured,"$891,362","$891,362","$2,435",100.0%,366
65275009,Acute Cholecystitis,NO_INSURANCE,Self-Pay / Uninsured,"$887,494","$887,494",$914,100.0%,971
185086009,Chronic obstructive bronchitis (disorder),Blue Cross Blue Shield,Commercial,"$880,208","$880,208","$4,423",59.2%,199
80394007,Hyperglycemia (disorder),Anthem,Commercial,"$872,850","$872,850",$462,57.4%,"1,889"
233678006,Childhood asthma,Dual Eligible,Government,"$872,374","$872,374",$164,21.4%,"5,330"
48333001,Burn injury (morphologic abnormality),Anthem,Commercial,"$865,432","$865,432",$184,50.6%,"4,702"
45816000,Pyelonephritis,Cigna Health,Commercial,"$862,126","$862,126","$2,139",48.5%,403
307731004,Injury of tendon of the rotator cuff of shoulder,NO_INSURANCE,Self-Pay / Uninsured,"$862,039","$862,039","$1,165",100.0%,740
39898005,Sleep disorder (disorder),UnitedHealthcare,Commercial,"$859,501","$859,501","$1,020",35.5%,843
254637007,Non-small cell lung cancer (disorder),UnitedHealthcare,Commercial,"$856,649","$856,649","$13,385",15.0%,64
125601008,Injury of knee (disorder),Anthem,Commercial,"$838,940","$838,940",$415,51.6%,"2,022"
233678006,Childhood asthma,NO_INSURANCE,Self-Pay / Uninsured,"$835,604","$835,604",$173,99.9%,"4,825"
156073000,Complete miscarriage (disorder),Dual Eligible,Government,"$828,273","$828,273","$1,404",2.5%,590
44054006,Diabetes mellitus type 2 (disorder),UnitedHealthcare,Commercial,"$826,529","$826,529",$562,62.7%,"1,470"
233678006,Childhood asthma,Cigna Health,Commercial,"$825,270","$825,270",$178,76.6%,"4,643"
45816000,Pyelonephritis,Blue Cross Blue Shield,Commercial,"$824,489","$824,489","$2,397",48.1%,344
81629009,Traumatic dislocation of temporomandibular joint (disorder),Blue Cross Blue Shield,Commercial,"$823,324","$823,324","$1,393",51.7%,591
307731004,Injury of tendon of the rotator cuff of shoulder,Dual Eligible,Government,"$822,102","$822,102","$1,227",2.8%,670
302870006,Hypertriglyceridemia (disorder),Cigna Health,Commercial,"$816,609","$816,609",$440,82.8%,"1,857"
233678006,Childhood asthma,Aetna,Commercial,"$814,707","$814,707",$182,84.5%,"4,488"
48333001,Burn injury (morphologic abnormality),NO_INSURANCE,Self-Pay / Uninsured,"$814,156","$814,156",$186,100.0%,"4,382"
267253006,Fetus with chromosomal abnormality,Humana,Commercial,"$809,581","$809,581","$1,516",13.3%,534
110030002,Concussion injury of brain (disorder),Medicare,Government,"$807,773","$807,773",$122,27.5%,"6,646"
195967001,Asthma,UnitedHealthcare,Commercial,"$806,028","$806,028",$123,49.9%,"6,542"
6072007,Bleeding from anus,Anthem,Commercial,"$804,945","$804,945","$5,590",21.5%,144
302870006,Hypertriglyceridemia (disorder),Anthem,Commercial,"$793,917","$793,917",$436,70.9%,"1,823"
90460009,Injury of neck (disorder),Cigna Health,Commercial,"$791,911","$791,911",$171,72.0%,"4,626"
254637007,Non-small cell lung cancer (disorder),Blue Cross Blue Shield,Commercial,"$787,965","$787,965","$12,123",6.3%,65
263172003,Fracture of mandible (disorder),Dual Eligible,Government,"$784,107","$784,107","$2,142",1.6%,366
90460009,Injury of neck (disorder),Anthem,Commercial,"$783,683","$783,683",$172,54.9%,"4,545"
45816000,Pyelonephritis,UnitedHealthcare,Commercial,"$780,753","$780,753","$2,620",22.8%,298
233678006,Childhood asthma,UnitedHealthcare,Commercial,"$778,006","$778,006",$181,64.2%,"4,299"
37849005,Congenital uterine anomaly,Medicaid,Government,"$770,837","$770,837","$1,374",4.1%,561
307731004,Injury of tendon of the rotator cuff of shoulder,Blue Cross Blue Shield,Commercial,"$768,049","$768,049","$1,217",36.0%,631
125601008,Injury of knee (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$760,192","$760,192",$411,100.0%,"1,849"
60573004,Aortic valve stenosis (disorder),Blue Cross Blue Shield,Commercial,"$755,835","$755,835","$1,465",46.0%,516
233678006,Childhood asthma,Anthem,Commercial,"$753,246","$753,246",$178,63.4%,"4,243"
6072007,Bleeding from anus,Cigna Health,Commercial,"$751,799","$751,799","$5,257",38.6%,143
90460009,Injury of neck (disorder),Aetna,Commercial,"$747,054","$747,054",$170,80.8%,"4,400"
6072007,Bleeding from anus,Humana,Commercial,"$743,040","$743,040","$5,716",48.2%,130
95417003,Primary fibromyalgia syndrome,Medicare,Government,"$739,078","$739,078",$110,19.4%,"6,733"
230265002,Familial Alzheimer's disease of early onset (disorder),Medicaid,Government,"$737,724","$737,724",$568,7.2%,"1,299"
80394007,Hyperglycemia (disorder),Aetna,Commercial,"$735,585","$735,585",$397,80.9%,"1,855"
48333001,Burn injury (morphologic abnormality),Blue Cross Blue Shield,Commercial,"$713,099","$713,099",$188,70.2%,"3,797"
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Dual Eligible,Government,"$696,052","$696,052",$511,1.9%,"1,362"
4557003,Preinfarction syndrome (disorder),Cigna Health,Commercial,"$683,406","$683,406","$2,348",12.1%,291
4557003,Preinfarction syndrome (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$678,957","$678,957","$3,429",100.0%,198
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Humana,Commercial,"$676,526","$676,526",$652,59.6%,"1,037"
65275009,Acute Cholecystitis,Aetna,Commercial,"$668,971","$668,971",$855,49.8%,782
62106007,Concussion with no loss of consciousness,Medicaid,Government,"$664,859","$664,859",$72,77.2%,"9,201"
126906006,Neoplasm of prostate,Aetna,Commercial,"$659,697","$659,697","$1,783",38.1%,370
125601008,Injury of knee (disorder),Blue Cross Blue Shield,Commercial,"$654,151","$654,151",$421,71.5%,"1,554"
254632001,Small cell carcinoma of lung (disorder),Dual Eligible,Government,"$651,532","$651,532","$7,239",0.1%,90
110030002,Concussion injury of brain (disorder),Humana,Commercial,"$647,978","$647,978",$128,79.9%,"5,057"
126906006,Neoplasm of prostate,Cigna Health,Commercial,"$645,580","$645,580","$1,750",24.7%,369
90460009,Injury of neck (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$644,391","$644,391",$171,100.0%,"3,768"
93761005,Primary malignant neoplasm of colon,Humana,Commercial,"$640,005","$640,005","$15,238",9.0%,42
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Medicaid,Government,"$634,264","$634,264",$346,9.0%,"1,831"
302870006,Hypertriglyceridemia (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$632,860","$632,860",$462,100.0%,"1,371"
48333001,Burn injury (morphologic abnormality),UnitedHealthcare,Commercial,"$631,217","$631,217",$183,50.2%,"3,443"
93761005,Primary malignant neoplasm of colon,Cigna Health,Commercial,"$627,600","$627,600","$18,459",14.1%,34
79586000,Tubal pregnancy,Dual Eligible,Government,"$622,573","$622,573","$3,144",1.1%,198
267253006,Fetus with chromosomal abnormality,NO_INSURANCE,Self-Pay / Uninsured,"$613,185","$613,185","$1,488",100.0%,412
126906006,Neoplasm of prostate,NO_INSURANCE,Self-Pay / Uninsured,"$610,337","$610,337","$1,800",100.0%,339
125601008,Injury of knee (disorder),UnitedHealthcare,Commercial,"$610,175","$610,175",$426,53.8%,"1,433"
80394007,Hyperglycemia (disorder),Blue Cross Blue Shield,Commercial,"$603,791","$603,791",$471,69.7%,"1,282"
4557003,Preinfarction syndrome (disorder),Humana,Commercial,"$602,580","$602,580","$2,575",8.4%,234
48333001,Burn injury (morphologic abnormality),Dual Eligible,Government,"$595,444","$595,444",$171,19.1%,"3,472"
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Medicare,Government,"$590,321","$590,321",$469,9.7%,"1,260"
1255252008,Resorption of alveolar process due to dental trauma (disorder),Blue Cross Blue Shield,Commercial,"$580,246","$580,246","$2,118",24.7%,274
4557003,Preinfarction syndrome (disorder),Aetna,Commercial,"$579,676","$579,676","$2,204",4.6%,263
5602001,Opioid abuse (disorder),Medicaid,Government,"$573,440","$573,440",$427,3.2%,"1,343"
80394007,Hyperglycemia (disorder),UnitedHealthcare,Commercial,"$571,783","$571,783",$501,53.8%,"1,142"
90460009,Injury of neck (disorder),Blue Cross Blue Shield,Commercial,"$568,437","$568,437",$172,72.0%,"3,303"
254632001,Small cell carcinoma of lung (disorder),Medicaid,Government,"$566,869","$566,869","$10,498",0.2%,54
1255252008,Resorption of alveolar process due to dental trauma (disorder),UnitedHealthcare,Commercial,"$560,571","$560,571","$2,131",18.1%,263
45816000,Pyelonephritis,Dual Eligible,Government,"$559,025","$559,025","$2,310",1.4%,242
81629009,Traumatic dislocation of temporomandibular joint (disorder),Dual Eligible,Government,"$549,764","$549,764","$1,294",2.7%,425
65275009,Acute Cholecystitis,Blue Cross Blue Shield,Commercial,"$546,080","$546,080",$875,39.7%,624
267253006,Fetus with chromosomal abnormality,Anthem,Commercial,"$545,506","$545,506","$1,462",6.4%,373
126906006,Neoplasm of prostate,Anthem,Commercial,"$541,687","$541,687","$1,842",18.5%,294
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Aetna,Commercial,"$541,671","$541,671",$703,58.5%,770
125601008,Injury of knee (disorder),Dual Eligible,Government,"$537,324","$537,324",$388,9.0%,"1,384"
90460009,Injury of neck (disorder),UnitedHealthcare,Commercial,"$534,376","$534,376",$170,54.5%,"3,152"
126906006,Neoplasm of prostate,Humana,Commercial,"$528,318","$528,318","$1,651",29.5%,320
302870006,Hypertriglyceridemia (disorder),Blue Cross Blue Shield,Commercial,"$525,037","$525,037",$473,82.9%,"1,109"
197927001,Recurrent urinary tract infection (disorder),Medicare,Government,"$523,734","$523,734","$1,333",5.9%,393
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Medicare,Government,"$521,529","$521,529",$492,11.8%,"1,060"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Anthem,Commercial,"$511,242","$511,242",$600,50.4%,852
80394007,Hyperglycemia (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$508,852","$508,852",$382,100.0%,"1,332"
93761005,Primary malignant neoplasm of colon,Aetna,Commercial,"$505,284","$505,284","$14,861",15.5%,34
110030002,Concussion injury of brain (disorder),Aetna,Commercial,"$491,503","$491,503",$118,83.2%,"4,150"
110030002,Concussion injury of brain (disorder),Cigna Health,Commercial,"$490,521","$490,521",$118,72.8%,"4,140"
90460009,Injury of neck (disorder),Dual Eligible,Government,"$490,503","$490,503",$159,21.9%,"3,077"
609496007,Complication occuring during pregnancy,Medicaid,Government,"$480,356","$480,356","$1,392",4.0%,345
65966004,Fracture of forearm,Medicare,Government,"$477,877","$477,877",$73,15.6%,"6,590"
302870006,Hypertriglyceridemia (disorder),UnitedHealthcare,Commercial,"$476,512","$476,512",$411,70.1%,"1,159"
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Dual Eligible,Government,"$476,330","$476,330",$524,2.0%,909
267253006,Fetus with chromosomal abnormality,Cigna Health,Commercial,"$476,327","$476,327","$1,484",7.5%,321
62479008,Acquired immune deficiency syndrome (disorder),Medicare,Government,"$468,328","$468,328","$1,588",7.5%,295
275408006,Postoperative renal failure (disorder),Medicare,Government,"$464,865","$464,865","$42,260",2.7%,11
267253006,Fetus with chromosomal abnormality,Aetna,Commercial,"$462,721","$462,721","$1,415",9.1%,327
197927001,Recurrent urinary tract infection (disorder),Humana,Commercial,"$462,118","$462,118","$1,449",45.0%,319
4557003,Preinfarction syndrome (disorder),Anthem,Commercial,"$461,272","$461,272","$2,390",19.2%,193
6072007,Bleeding from anus,Blue Cross Blue Shield,Commercial,"$457,124","$457,124","$5,508",33.5%,83
93761005,Primary malignant neoplasm of colon,Anthem,Commercial,"$456,664","$456,664","$14,271",7.8%,32
6072007,Bleeding from anus,NO_INSURANCE,Self-Pay / Uninsured,"$455,194","$455,194","$5,419",100.0%,84
110030002,Concussion injury of brain (disorder),Anthem,Commercial,"$454,682","$454,682",$119,57.9%,"3,825"
90560007,Gout,Medicare,Government,"$453,769","$453,769",$253,12.6%,"1,797"
239873007,Osteoarthritis of knee,Medicaid,Government,"$452,918","$452,918",$211,33.6%,"2,142"
65275009,Acute Cholecystitis,UnitedHealthcare,Commercial,"$435,025","$435,025",$780,21.2%,558
6072007,Bleeding from anus,UnitedHealthcare,Commercial,"$427,596","$427,596","$6,109",20.9%,70
267253006,Fetus with chromosomal abnormality,Blue Cross Blue Shield,Commercial,"$425,162","$425,162","$1,481",10.5%,287
197927001,Recurrent urinary tract infection (disorder),Anthem,Commercial,"$424,421","$424,421","$1,560",27.4%,272
67787004,Tongue tie (disorder),Medicare,Government,"$420,417","$420,417","$2,071",3.4%,203
110030002,Concussion injury of brain (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$419,569","$419,569",$121,100.0%,"3,455"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Cigna Health,Commercial,"$417,342","$417,342",$495,73.5%,843
197927001,Recurrent urinary tract infection (disorder),Cigna Health,Commercial,"$413,562","$413,562","$1,628",44.3%,254
267253006,Fetus with chromosomal abnormality,UnitedHealthcare,Commercial,"$410,989","$410,989","$1,422",7.6%,289
312157006,Infectious mediastinitis (disorder),Medicare,Government,"$401,462","$401,462",$914,2.4%,439
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$400,505","$400,505",$616,100.0%,650
26929004,Alzheimer's disease (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$393,980","$393,980",$605,100.0%,651
714628002,Prediabetes (finding),Dual Eligible,Government,"$392,350","$392,350",$846,1.8%,464
197927001,Recurrent urinary tract infection (disorder),Aetna,Commercial,"$390,794","$390,794","$1,826",47.1%,214
110030002,Concussion injury of brain (disorder),Blue Cross Blue Shield,Commercial,"$386,239","$386,239",$127,71.5%,"3,046"
93761005,Primary malignant neoplasm of colon,UnitedHealthcare,Commercial,"$380,525","$380,525","$21,140",6.3%,18
267253006,Fetus with chromosomal abnormality,Medicare,Government,"$379,555","$379,555","$1,488",0.8%,255
110030002,Concussion injury of brain (disorder),UnitedHealthcare,Commercial,"$378,001","$378,001",$127,57.5%,"2,976"
128188000,Cerebral palsy (disorder),Medicaid,Government,"$377,070","$377,070",$547,12.4%,689
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Blue Cross Blue Shield,Commercial,"$375,672","$375,672",$707,59.0%,531
129574000,Postoperative myocardial infarction (disorder),Medicare,Government,"$366,306","$366,306","$61,051",0.0%,6
47505003,Posttraumatic stress disorder,Medicare,Government,"$358,940","$358,940",$77,11.3%,"4,653"
124171000119105,Chronic intractable migraine without aura,Aetna,Commercial,"$354,510","$354,510",$63,59.9%,"5,605"
4557003,Preinfarction syndrome (disorder),UnitedHealthcare,Commercial,"$351,027","$351,027","$3,944",18.1%,89
35999006,Blighted ovum,Dual Eligible,Government,"$348,522","$348,522","$1,296",2.7%,269
124171000119105,Chronic intractable migraine without aura,Cigna Health,Commercial,"$346,519","$346,519",$63,55.4%,"5,512"
62106007,Concussion with no loss of consciousness,Medicare,Government,"$344,741","$344,741",$73,25.8%,"4,738"
124171000119105,Chronic intractable migraine without aura,Anthem,Commercial,"$336,253","$336,253",$62,47.4%,"5,396"
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Medicaid,Government,"$328,802","$328,802",$335,8.8%,982
58150001,Fracture of clavicle,Medicare,Government,"$324,725","$324,725",$71,15.4%,"4,551"
37849005,Congenital uterine anomaly,Humana,Commercial,"$323,947","$323,947","$1,415",11.8%,229
239873007,Osteoarthritis of knee,Medicare,Government,"$322,559","$322,559",$241,21.7%,"1,339"
6072007,Bleeding from anus,Dual Eligible,Government,"$316,018","$316,018","$4,389",0.8%,72
197927001,Recurrent urinary tract infection (disorder),UnitedHealthcare,Commercial,"$315,113","$315,113","$1,790",22.5%,176
65966004,Fracture of forearm,Medicaid,Government,"$314,995","$314,995",$71,74.6%,"4,406"
254632001,Small cell carcinoma of lung (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$310,549","$310,549","$9,411",100.0%,33
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Cigna Health,Commercial,"$308,006","$308,006",$404,77.5%,762
16114001,Fracture of ankle,Medicare,Government,"$307,536","$307,536",$74,15.8%,"4,157"
24079001,Atopic dermatitis,Dual Eligible,Government,"$306,965","$306,965",$152,22.2%,"2,018"
67787004,Tongue tie (disorder),Medicaid,Government,"$300,862","$300,862","$1,892",2.7%,159
58150001,Fracture of clavicle,Medicaid,Government,"$299,153","$299,153",$71,74.3%,"4,188"
126906006,Neoplasm of prostate,Blue Cross Blue Shield,Commercial,"$296,529","$296,529","$1,865",21.4%,159
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Humana,Commercial,"$295,825","$295,825",$430,84.6%,688
263102004,Fracture subluxation of wrist,Medicare,Government,"$295,766","$295,766",$72,15.8%,"4,093"
197927001,Recurrent urinary tract infection (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$293,377","$293,377","$1,586",100.0%,185
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Aetna,Commercial,"$292,939","$292,939",$431,82.5%,680
254632001,Small cell carcinoma of lung (disorder),Humana,Commercial,"$286,866","$286,866","$13,039",9.9%,22
213150003,Kidney transplant failure and rejection (disorder),Medicaid,Government,"$276,828","$276,828",$504,9.6%,549
126906006,Neoplasm of prostate,UnitedHealthcare,Commercial,"$275,092","$275,092","$1,618",16.4%,170
213150003,Kidney transplant failure and rejection (disorder),Dual Eligible,Government,"$272,435","$272,435",$487,7.2%,559
16114001,Fracture of ankle,Medicaid,Government,"$272,265","$272,265",$72,74.0%,"3,800"
124171000119105,Chronic intractable migraine without aura,Medicare,Government,"$272,044","$272,044",$64,22.1%,"4,280"
263102004,Fracture subluxation of wrist,Medicaid,Government,"$271,246","$271,246",$72,73.6%,"3,753"
124171000119105,Chronic intractable migraine without aura,NO_INSURANCE,Self-Pay / Uninsured,"$271,054","$271,054",$64,100.0%,"4,220"
110030002,Concussion injury of brain (disorder),Dual Eligible,Government,"$269,705","$269,705",$122,28.5%,"2,217"
446096008,Perennial allergic rhinitis,Medicaid,Government,"$261,119","$261,119",$149,45.6%,"1,758"
62106007,Concussion with no loss of consciousness,Humana,Commercial,"$260,845","$260,845",$73,79.4%,"3,596"
