Procedure Code,Procedure Name,Payer Name,Payer Type,Total Billed,Total Paid,Gap: Billed Minus Paid,Gap as % of Billed,Number of Claims
274031008,Rectal polypectomy,Medicaid,Government,"$53,441,736","$53,441,736",$0,0.0%,"6,024"
748962,(no description on file),Humana,Commercial,"$5,081,287","$5,081,287",$0,0.0%,"5,667"
313782,(no description on file),Anthem,Commercial,"$4,776,561","$4,776,561",$0,0.0%,"24,369"
710824005,Assessment of health and social care needs (procedure),Dual Eligible,Government,"$332,300,105","$332,300,105",$0,0.0%,"736,513"
370789001,Development of individualized plan of care (procedure),Medicaid,Government,"$8,807,924","$8,807,924",$0,0.0%,"19,081"
5880005,Physical examination procedure (procedure),Blue Cross Blue Shield,Commercial,"$16,348,275","$16,348,275",$0,0.0%,"32,187"
807283,(no description on file),Cigna Health,Commercial,"$43,301","$43,301",$0,0.0%,"1,998"
849574,(no description on file),Dual Eligible,Government,"$1,427,168","$1,427,168",$0,0.0%,"6,907"
428830000,Pretransplant evaluation of kidney recipient (procedure),Medicare,Government,"$3,001,908","$3,001,908",$0,0.0%,"6,143"
315639002,Initial patient assessment (procedure),Anthem,Commercial,"$2,669,501","$2,669,501",$0,0.0%,"5,473"
84478008,Occupational therapy (regime/therapy),Cigna Health,Commercial,"$5,055,484","$5,055,484",$0,0.0%,"3,763"
1431987,(no description on file),Medicaid,Government,"$1,044,435","$1,044,435",$0,0.0%,"4,633"
268425006,Pelvis X-ray,Humana,Commercial,"$113,501","$113,501",$0,0.0%,228
313782,(no description on file),Medicaid,Government,"$13,522,260","$13,522,260",$0,0.0%,"78,171"
185345009,Encounter for symptom,Aetna,Commercial,"$10,667,286","$10,667,286",$0,0.0%,"151,916"
309097,(no description on file),Medicaid,Government,"$4,689,036","$4,689,036",$0,0.0%,"6,869"
51116004,Passive immunization (procedure),Cigna Health,Commercial,"$11,718,947","$11,718,947",$0,0.0%,"4,864"
66348005,Childbirth,Aetna,Commercial,"$4,336,719","$4,336,719",$0,0.0%,"9,005"
311791003,Information gathering (procedure),Dual Eligible,Government,"$191,988","$191,988",$0,0.0%,"2,904"
121,(no description on file),Medicare,Government,"$3,014,032","$3,014,032",$0,0.0%,"22,162"
415300000,Review of systems (procedure),Anthem,Commercial,"$464,553","$464,553",$0,0.0%,"6,438"
223470000,Discussion about signs and symptoms (procedure),UnitedHealthcare,Commercial,"$2,500,465","$2,500,465",$0,0.0%,"4,973"
399208008,Plain chest X-ray (procedure),Anthem,Commercial,"$62,292,843","$62,292,843",$0,0.0%,"6,355"
703423002,Combined chemotherapy and radiation therapy (procedure),UnitedHealthcare,Commercial,"$33,500,154","$33,500,154",$0,0.0%,"1,015"
313660005,Absolute CD4 count procedure (procedure),Humana,Commercial,"$1,158,907","$1,158,907",$0,0.0%,"2,265"
63697000,Cardiopulmonary bypass operation (procedure),UnitedHealthcare,Commercial,"$202,547","$202,547",$0,0.0%,404
698560000,Referral to sleep apnea clinic (procedure),Medicare,Government,"$1,222,961","$1,222,961",$0,0.0%,"2,487"
713024005,Plain X-ray of wrist region (procedure),Medicaid,Government,"$377,517","$377,517",$0,0.0%,722
183478001,Emergency hospital admission for asthma,UnitedHealthcare,Commercial,"$198,796","$198,796",$0,0.0%,"1,521"
271280005,Removal of endotracheal tube (procedure),Aetna,Commercial,"$218,921","$218,921",$0,0.0%,"1,249"
197454,(no description on file),UnitedHealthcare,Commercial,"$234,808","$234,808",$0,0.0%,914
1736776,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$3,577,365","$3,577,365",$0,0.0%,"1,373"
1505002,Hospital admission for isolation (procedure),Dual Eligible,Government,"$226,179","$226,179",$0,0.0%,"1,830"
866146005,Serum metabolic panel (procedure),Medicaid,Government,"$487,059","$487,059",$0,0.0%,"1,048"
445988008,Assessment using health assessment questionnaire (procedure),Medicare,Government,"$571,086","$571,086",$0,0.0%,"1,162"
165829005,Gonorrhea infection titer test (procedure),Blue Cross Blue Shield,Commercial,"$25,396,477","$25,396,477",$0,0.0%,"12,956"
308182,(no description on file),Humana,Commercial,"$195,849","$195,849",$0,0.0%,"1,738"
29303009,Electrocardiographic procedure (procedure),Cigna Health,Commercial,"$8,477,160","$8,477,160",$0,0.0%,"3,507"
473231009,Renal disorder medication review (procedure),Anthem,Commercial,"$1,620,802","$1,620,802",$0,0.0%,"3,351"
542347,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$133,$133,$0,0.0%,749
305408004,Admission to surgical department,UnitedHealthcare,Commercial,"$156,159","$156,159",$0,0.0%,"1,185"
308971,(no description on file),Dual Eligible,Government,"$500,919","$500,919",$0,0.0%,523
180325003,Direct current cardioversion (procedure),Medicare,Government,"$26,947,889","$26,947,889",$0,0.0%,"1,185"
1803932,(no description on file),UnitedHealthcare,Commercial,"$7,161","$7,161",$0,0.0%,618
169673001,Antenatal RhD antibody screening,Aetna,Commercial,"$3,424,142","$3,424,142",$0,0.0%,"1,840"
225338004,Risk assessment (procedure),Humana,Commercial,"$234,889","$234,889",$0,0.0%,468
301884003,Removal of aortic cross clamp (procedure),Anthem,Commercial,"$317,380","$317,380",$0,0.0%,652
999999,(no description on file),Medicare,Government,"$78,532","$78,532",$0,0.0%,304
183418007,Social case work (regime/therapy),Medicare,Government,"$263,055","$263,055",$0,0.0%,544
311700,(no description on file),Aetna,Commercial,$270,$270,$0,0.0%,"1,228"
13569004,Transfusion of plasma (procedure),Cigna Health,Commercial,"$32,165","$32,165",$0,0.0%,17
60027007,Radiography of wrist (procedure),Cigna Health,Commercial,"$353,376","$353,376",$0,0.0%,749
133900002,Intraoperative care (regime/therapy),Dual Eligible,Government,"$198,633","$198,633",$0,0.0%,435
428830000,Pretransplant evaluation of kidney recipient (procedure),Humana,Commercial,"$443,555","$443,555",$0,0.0%,885
26604007,Complete blood count (procedure),Medicare,Government,"$343,974","$343,974",$0,0.0%,702
198405,(no description on file),Medicare,Government,"$433,421","$433,421",$0,0.0%,"2,021"
384700001,Injection of tetanus antitoxin,UnitedHealthcare,Commercial,"$2,377,216","$2,377,216",$0,0.0%,968
665078,(no description on file),UnitedHealthcare,Commercial,"$97,585","$97,585",$0,0.0%,413
179632003,Closed reduction of dislocation of temporomandibular joint (procedure),UnitedHealthcare,Commercial,"$68,720","$68,720",$0,0.0%,134
1014678,(no description on file),Aetna,Commercial,"$44,974","$44,974",$0,0.0%,78
197511,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$217,619","$217,619",$0,0.0%,846
183976008,Operative procedure planned (situation),Dual Eligible,Government,"$211,313","$211,313",$0,0.0%,465
866924,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$15,550","$15,550",$0,0.0%,61
241615005,Magnetic resonance imaging of breast (procedure),Anthem,Commercial,"$86,959","$86,959",$0,0.0%,72
2003249,(no description on file),UnitedHealthcare,Commercial,"$62,870","$62,870",$0,0.0%,242
122460008,Reexploration procedure (procedure),Medicare,Government,"$60,844","$60,844",$0,0.0%,123
103746007,Heparin therapy (procedure),Medicare,Government,"$183,118","$183,118",$0,0.0%,256
79094001,Initial Psychiatric Interview with mental status evaluation,Cigna Health,Commercial,"$7,050","$7,050",$0,0.0%,59
1014676,(no description on file),UnitedHealthcare,Commercial,"$219,287","$219,287",$0,0.0%,391
88039007,Transplant of lung (procedure),Medicaid,Government,"$6,290,315","$6,290,315",$0,0.0%,42
3457005,Patient referral (procedure),Anthem,Commercial,"$23,211","$23,211",$0,0.0%,46
198240,(no description on file),Cigna Health,Commercial,"$83,451","$83,451",$0,0.0%,109
26763009,Controlled ventilation procedure and therapy  initiation and management (procedure),UnitedHealthcare,Commercial,"$188,332","$188,332",$0,0.0%,51
85765000,Fiberoptic bronchoscopy (procedure),Humana,Commercial,"$329,289","$329,289",$0,0.0%,38
105585,(no description on file),Medicaid,Government,"$5,973","$5,973",$0,0.0%,148
12719002,Platelet transfusion (procedure),Humana,Commercial,"$39,281","$39,281",$0,0.0%,77
171122006,Hepatitis B screening (procedure),Dual Eligible,Government,"$17,229","$17,229",$0,0.0%,39
302351005,Ligation of salivary duct (procedure),Dual Eligible,Government,"$6,069","$6,069",$0,0.0%,13
412809002,Viral hepatitis screening test (procedure),Aetna,Commercial,"$21,857","$21,857",$0,0.0%,44
1649987,(no description on file),Dual Eligible,Government,"$18,812","$18,812",$0,0.0%,78
1536148,(no description on file),Humana,Commercial,"$26,293","$26,293",$0,0.0%,96
896023,(no description on file),Humana,Commercial,"$6,321","$6,321",$0,0.0%,36
713021002,Plain X-ray of pelvis (procedure),Dual Eligible,Government,"$45,774","$45,774",$0,0.0%,89
18286008,Catheter ablation of tissue of heart (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$142,414","$142,414",$0,0.0%,19
312615,(no description on file),Cigna Health,Commercial,$147,$147,$0,0.0%,13
966222,(no description on file),Anthem,Commercial,$33,$33,$0,0.0%,109
1732136,(no description on file),Blue Cross Blue Shield,Commercial,$68,$68,$0,0.0%,48
312384001,Multidisciplinary assessment (procedure),Anthem,Commercial,"$39,935","$39,935",$0,0.0%,85
200095,(no description on file),Medicare,Government,"$9,890","$9,890",$0,0.0%,37
225415001,Close observation (regime/therapy),Medicaid,Government,"$19,232","$19,232",$0,0.0%,42
103746007,Heparin therapy (procedure),Aetna,Commercial,"$12,643","$12,643",$0,0.0%,25
856556,(no description on file),Medicaid,Government,"$1,950","$1,950",$0,0.0%,9
365853002,Imaging finding (finding),Blue Cross Blue Shield,Commercial,"$8,013","$8,013",$0,0.0%,16
898690,(no description on file),Anthem,Commercial,"$1,650","$1,650",$0,0.0%,6
232965003,Implantation of ventricular assist device (procedure),Cigna Health,Commercial,"$2,713","$2,713",$0,0.0%,6
410011004,Administration of anesthesia AND/OR sedation (procedure),UnitedHealthcare,Commercial,"$3,199","$3,199",$0,0.0%,7
856980,(no description on file),Aetna,Commercial,$250,$250,$0,0.0%,16
200096,(no description on file),Anthem,Commercial,$712,$712,$0,0.0%,3
858804,(no description on file),Medicaid,Government,$492,$492,$0,0.0%,2
387713003,Surgical procedure (procedure),Medicaid,Government,$347,$347,$0,0.0%,3
856481,(no description on file),Humana,Commercial,$516,$516,$0,0.0%,2
166001,Behavioral therapy (regime/therapy),NO_INSURANCE,Self-Pay / Uninsured,"$1,010","$1,010",$0,0.0%,2
898356,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$283,$283,$0,0.0%,1
16983000,Death in hospital (event),Cigna Health,Commercial,$408,$408,$0,0.0%,1
310798,(no description on file),Humana,Commercial,"$218,779","$218,779",$0,0.0%,"199,048"
274804006,Evaluation of uterine fundal height,Medicare,Government,"$457,635,442","$457,635,442",$0,0.0%,"91,143"
763302001,Assessment using Alcohol Use Disorders Identification Test - Consumption (procedure),Humana,Commercial,"$10,732","$10,732",$0,0.0%,"163,080"
185349003,Encounter for check up (procedure),UnitedHealthcare,Commercial,"$17,791,411","$17,791,411",$0,0.0%,"247,943"
305428000,Admission to orthopedic department,Medicaid,Government,"$2,425,004","$2,425,004",$0,0.0%,"5,212"
50849002,Emergency room admission (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$7,031,748","$7,031,748",$0,0.0%,"57,663"
831533,(no description on file),Aetna,Commercial,"$3,912,369","$3,912,369",$0,0.0%,"4,318"
854235,(no description on file),Anthem,Commercial,"$202,718","$202,718",$0,0.0%,"14,684"
127783003,Spirometry (procedure),Medicare,Government,"$777,828,652","$777,828,652",$0,0.0%,"105,404"
241046008,Dental X-ray bitewing (procedure),Cigna Health,Commercial,"$66,142,955","$66,142,955",$0,0.0%,"136,392"
896001,(no description on file),Anthem,Commercial,"$1,880,336","$1,880,336",$0,0.0%,"7,153"
410401003,Nursing care/supplementary surveillance (regime/therapy),Dual Eligible,Government,"$94,527,474","$94,527,474",$0,0.0%,"28,631"
757594,(no description on file),Cigna Health,Commercial,"$5,339,957","$5,339,957",$0,0.0%,"5,947"
209387,(no description on file),Aetna,Commercial,"$8,564,593","$8,564,593",$0,0.0%,"32,971"
173291009,Simple extraction of tooth (procedure),Blue Cross Blue Shield,Commercial,"$2,805,921","$2,805,921",$0,0.0%,"5,590"
762993000,Assessment using Morse Fall Scale (procedure),Aetna,Commercial,"$216,140","$216,140",$0,0.0%,"4,498"
705129,(no description on file),Humana,Commercial,"$568,999","$568,999",$0,0.0%,"2,988"
748879,(no description on file),Medicare,Government,"$2,479,535","$2,479,535",$0,0.0%,"2,733"
596926,(no description on file),Medicare,Government,"$24,681","$24,681",$0,0.0%,"1,021"
397821002,Patient transfer to intensive care unit (procedure),Humana,Commercial,"$158,816","$158,816",$0,0.0%,"1,216"
305342007,Admission to ward (procedure),Aetna,Commercial,"$166,798","$166,798",$0,0.0%,"1,353"
854235,(no description on file),Medicare,Government,"$585,341","$585,341",$0,0.0%,"43,346"
117010004,Urine culture,Aetna,Commercial,"$32,799,191","$32,799,191",$0,0.0%,"17,224"
351109,(no description on file),Humana,Commercial,"$3,752,919","$3,752,919",$0,0.0%,"14,650"
855332,(no description on file),Dual Eligible,Government,"$399,355","$399,355",$0,0.0%,"41,748"
119,(no description on file),Cigna Health,Commercial,"$1,326,272","$1,326,272",$0,0.0%,"9,752"
271280005,Removal of endotracheal tube (procedure),Medicare,Government,"$1,301,985","$1,301,985",$0,0.0%,"7,206"
443529005,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),Aetna,Commercial,"$26,842,669","$26,842,669",$0,0.0%,"14,347"
978950,(no description on file),Medicare,Government,"$2,428,371","$2,428,371",$0,0.0%,"2,708"
171231001,Asthma screening,Medicaid,Government,"$923,319","$923,319",$0,0.0%,"1,966"
65200003,Insertion of intrauterine contraceptive device,Blue Cross Blue Shield,Commercial,"$51,881,164","$51,881,164",$0,0.0%,"5,809"
1367439,(no description on file),Medicaid,Government,"$6,667,873","$6,667,873",$0,0.0%,"7,831"
1000126,(no description on file),Medicare,Government,"$258,821","$258,821",$0,0.0%,"4,327"
170837001,Allergic disorder initial assessment,Anthem,Commercial,"$124,128","$124,128",$0,0.0%,"1,058"
410006001,Digital examination of rectum,Aetna,Commercial,"$514,125","$514,125",$0,0.0%,"1,025"
410410006,Screening surveillance (regime/therapy),Medicaid,Government,"$277,563","$277,563",$0,0.0%,"2,311"
1747691,(no description on file),Medicaid,Government,"$86,702","$86,702",$0,0.0%,362
1049504,(no description on file),UnitedHealthcare,Commercial,"$2,202,220","$2,202,220",$0,0.0%,"8,586"
736169004,Post anesthesia care management (procedure),Blue Cross Blue Shield,Commercial,"$833,194","$833,194",$0,0.0%,"1,664"
71493000,Transfusion of packed red blood cells (procedure),Blue Cross Blue Shield,Commercial,"$922,109","$922,109",$0,0.0%,630
11466000,Cesarean section,Anthem,Commercial,"$11,100,639","$11,100,639",$0,0.0%,"1,433"
1808217,(no description on file),UnitedHealthcare,Commercial,$187,$187,$0,0.0%,705
63697000,Cardiopulmonary bypass operation (procedure),Aetna,Commercial,"$356,431","$356,431",$0,0.0%,740
133,(no description on file),Humana,Commercial,"$3,724,768","$3,724,768",$0,0.0%,"27,388"
84100007,History taking (procedure),Dual Eligible,Government,"$1,878,179","$1,878,179",$0,0.0%,"4,116"
763228001,Assessment using Canadian Study of Health and Aging Clinical Frailty Scale (procedure),Dual Eligible,Government,"$170,204","$170,204",$0,0.0%,376
449411000124106,Admission to skilled nursing facility (procedure),Cigna Health,Commercial,"$472,287","$472,287",$0,0.0%,"3,845"
281789004,Antibiotic therapy (procedure),Aetna,Commercial,"$3,318,711","$3,318,711",$0,0.0%,"6,828"
1287742003,Radiotherapy (procedure),Medicare,Government,"$357,380","$357,380",$0,0.0%,648
74016001,Knee X-ray,Cigna Health,Commercial,"$390,959","$390,959",$0,0.0%,827
225386006,Pre-discharge assessment (procedure),Medicaid,Government,"$7,585,109","$7,585,109",$0,0.0%,"16,375"
857005,(no description on file),Medicaid,Government,"$59,787","$59,787",$0,0.0%,"2,768"
453131000124105,Videotelephony encounter (procedure),Medicaid,Government,"$181,000","$181,000",$0,0.0%,"1,448"
440546007,Discussion about pregnancy (procedure),Dual Eligible,Government,"$591,635","$591,635",$0,0.0%,"1,301"
1860480,(no description on file),Medicare,Government,"$51,575","$51,575",$0,0.0%,"1,691"
165197003,Diagnostic assessment (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$259,167","$259,167",$0,0.0%,532
398171003,Hearing examination (procedure),Humana,Commercial,"$2,526,411","$2,526,411",$0,0.0%,837
1732186,(no description on file),Humana,Commercial,$380,$380,$0,0.0%,200
392247006,Insertion of catheter into artery (procedure),UnitedHealthcare,Commercial,"$330,506","$330,506",$0,0.0%,662
223484005,Discussion about treatment (procedure),Dual Eligible,Government,"$45,113","$45,113",$0,0.0%,383
313191000,Injection of epinephrine (procedure),Cigna Health,Commercial,"$1,274,784","$1,274,784",$0,0.0%,532
305432006,Admission to surgical transplant department (procedure),Blue Cross Blue Shield,Commercial,"$69,318","$69,318",$0,0.0%,538
711018006,Assessment of social support (procedure),Medicare,Government,"$34,309","$34,309",$0,0.0%,74
185087000,Notifications (procedure),Blue Cross Blue Shield,Commercial,"$169,610","$169,610",$0,0.0%,338
1870230,(no description on file),Medicare,Government,"$74,501","$74,501",$0,0.0%,367
385892002,Mental health screening (procedure),Medicare,Government,"$1,489","$1,489",$0,0.0%,44
86013001,Periodic reevaluation and management of healthy individual (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$17,417","$17,417",$0,0.0%,148
1116635,(no description on file),Aetna,Commercial,"$60,429","$60,429",$0,0.0%,244
198240,(no description on file),Medicaid,Government,"$176,762","$176,762",$0,0.0%,268
1790099,(no description on file),Dual Eligible,Government,"$1,346","$1,346",$0,0.0%,536
808917,(no description on file),UnitedHealthcare,Commercial,"$26,592","$26,592",$0,0.0%,105
198405,(no description on file),Dual Eligible,Government,"$226,173","$226,173",$0,0.0%,"1,108"
197887,(no description on file),Medicare,Government,"$27,551","$27,551",$0,0.0%,105
433114000,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure),Anthem,Commercial,"$64,303","$64,303",$0,0.0%,279
25656009,Physical examination  complete (procedure),Aetna,Commercial,"$266,386","$266,386",$0,0.0%,547
179632003,Closed reduction of dislocation of temporomandibular joint (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$73,971","$73,971",$0,0.0%,151
252480006,Simple walk test (procedure),Humana,Commercial,"$31,422","$31,422",$0,0.0%,62
197541,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$12,738","$12,738",$0,0.0%,73
180325003,Direct current cardioversion (procedure),Medicaid,Government,"$4,106,668","$4,106,668",$0,0.0%,181
141962,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$17,531","$17,531",$0,0.0%,68
233174007,Cardiac pacemaker procedure (procedure),Medicaid,Government,"$4,231","$4,231",$0,0.0%,9
198014,(no description on file),Blue Cross Blue Shield,Commercial,"$44,701","$44,701",$0,0.0%,166
898353,(no description on file),Dual Eligible,Government,"$3,685","$3,685",$0,0.0%,15
367494004,Premature birth of newborn (finding),Dual Eligible,Government,"$24,965","$24,965",$0,0.0%,47
452331000124102,Review of imaging finding (procedure),Cigna Health,Commercial,"$27,510","$27,510",$0,0.0%,59
79733001,Amputation of right leg,Medicare,Government,"$975,042","$975,042",$0,0.0%,46
232965003,Implantation of ventricular assist device (procedure),Medicare,Government,"$24,495","$24,495",$0,0.0%,51
385892002,Mental health screening (procedure),Humana,Commercial,"$1,146","$1,146",$0,0.0%,33
22523008,Vasectomy,Medicare,Government,"$3,577,493","$3,577,493",$0,0.0%,273
349201,(no description on file),Medicare,Government,"$21,682","$21,682",$0,0.0%,85
745791,(no description on file),Cigna Health,Commercial,"$17,522","$17,522",$0,0.0%,75
112001000119100,positive screening for depression on phq9,Blue Cross Blue Shield,Commercial,"$21,507","$21,507",$0,0.0%,42
1547672,(no description on file),Blue Cross Blue Shield,Commercial,"$4,613","$4,613",$0,0.0%,21
1665021,(no description on file),Humana,Commercial,"$6,761","$6,761",$0,0.0%,28
234262008,Excision of axillary lymph node (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$40,135","$40,135",$0,0.0%,32
859419,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$4,141","$4,141",$0,0.0%,15
225415001,Close observation (regime/therapy),Anthem,Commercial,"$3,784","$3,784",$0,0.0%,8
82808001,Sleep apnea monitoring with alarm (regime/therapy),Anthem,Commercial,"$62,041","$62,041",$0,0.0%,126
183976008,Operative procedure planned (situation),Blue Cross Blue Shield,Commercial,"$19,601","$19,601",$0,0.0%,39
302497006,Hemodialysis (procedure),UnitedHealthcare,Commercial,"$5,892,491","$5,892,491",$0,0.0%,34
198211,(no description on file),UnitedHealthcare,Commercial,"$6,570","$6,570",$0,0.0%,26
303653007,Computed tomography of head (procedure),Cigna Health,Commercial,"$4,830","$4,830",$0,0.0%,11
373786007,Reasons for treatment delay (finding),Medicare,Government,"$5,064","$5,064",$0,0.0%,12
432231006,Fine needle aspiration biopsy of lung (procedure),UnitedHealthcare,Commercial,"$240,668","$240,668",$0,0.0%,16
711495003,Patient transfer to coronary care unit (procedure),Dual Eligible,Government,$474,$474,$0,0.0%,4
898346,(no description on file),Cigna Health,Commercial,$695,$695,$0,0.0%,3
773996000,Transcatheter aortic valve implantation (procedure),Aetna,Commercial,"$2,066","$2,066",$0,0.0%,4
183801001,Inpatient stay 3 days,Aetna,Commercial,$218,$218,$0,0.0%,2
311707005,Oromotor Exercises,Anthem,Commercial,$992,$992,$0,0.0%,2
252895004,Urodynamic studies (procedure,Cigna Health,Commercial,$816,$816,$0,0.0%,2
183646003,Postoperative visit (finding),Medicaid,Government,$358,$358,$0,0.0%,3
866419,(no description on file),Anthem,Commercial,$558,$558,$0,0.0%,2
905269,(no description on file),Humana,Commercial,$261,$261,$0,0.0%,1
88848003,Psychiatric follow-up,UnitedHealthcare,Commercial,$103,$103,$0,0.0%,1
454711000124102,Depression screening using Patient Health Questionnaire Two-Item score (procedure),Medicare,Government,"$30,055","$30,055",$0,0.0%,"1,191,171"
1260009003,Removal of supragingival plaque and calculus from all teeth using dental instrument (procedure),Anthem,Commercial,"$117,290,023","$117,290,023",$0,0.0%,"240,937"
268556000,Urine screening for glucose,Cigna Health,Commercial,"$24,502,131","$24,502,131",$0,0.0%,"12,932"
83,(no description on file),Cigna Health,Commercial,"$1,370,608","$1,370,608",$0,0.0%,"10,078"
385798007,Radiation therapy care (regime/therapy),Cigna Health,Commercial,"$522,457","$522,457",$0,0.0%,"1,069"
33367005,Angiography of coronary artery (procedure),Aetna,Commercial,"$1,655,096","$1,655,096",$0,0.0%,"3,444"
9564003,Complete blood count with white cell differential  automated (procedure),Anthem,Commercial,"$928,108","$928,108",$0,0.0%,"1,872"
76601001,Intramuscular injection,Aetna,Commercial,"$205,883,876","$205,883,876",$0,0.0%,"84,534"
395123002,Urine screening test for diabetes,Medicare,Government,"$21,315,489","$21,315,489",$0,0.0%,"11,029"
310798,(no description on file),Blue Cross Blue Shield,Commercial,"$117,715","$117,715",$0,0.0%,"107,008"
390791001,Referral for echocardiography (procedure),Cigna Health,Commercial,"$614,498","$614,498",$0,0.0%,"1,259"
389221,(no description on file),Blue Cross Blue Shield,Commercial,"$185,669","$185,669",$0,0.0%,"3,653"
268556000,Urine screening for glucose,Medicare,Government,"$19,110,285","$19,110,285",$0,0.0%,"9,913"
703423002,Combined chemotherapy and radiation therapy (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$207,634,716","$207,634,716",$0,0.0%,"4,328"
212,(no description on file),Humana,Commercial,"$752,216","$752,216",$0,0.0%,"5,531"
1665060,(no description on file),Humana,Commercial,"$335,749","$335,749",$0,0.0%,"1,305"
31208007,Medical induction of labor,Dual Eligible,Government,"$2,808,275","$2,808,275",$0,0.0%,846
367336001,Chemotherapy (procedure),Humana,Commercial,"$541,244","$541,244",$0,0.0%,"1,080"
103697008,Patient referral for dental care (procedure),Cigna Health,Commercial,"$11,224,618","$11,224,618",$0,0.0%,"269,646"
133,(no description on file),Cigna Health,Commercial,"$2,637,720","$2,637,720",$0,0.0%,"19,395"
275833003,AFP test - antenatal,Blue Cross Blue Shield,Commercial,"$24,452,094","$24,452,094",$0,0.0%,"12,460"
252160004,Standard pregnancy test,Cigna Health,Commercial,"$136,264,442","$136,264,442",$0,0.0%,"27,411"
449381000124108,Discharge from skilled nursing facility (procedure),Aetna,Commercial,"$1,780,396","$1,780,396",$0,0.0%,"3,770"
456191000124101,Postoperative care for dental procedure (regime/therapy),Aetna,Commercial,"$23,152,214","$23,152,214",$0,0.0%,"46,490"
14768001,Peripheral blood smear interpretation,Blue Cross Blue Shield,Commercial,"$2,279,059","$2,279,059",$0,0.0%,"4,503"
834061,(no description on file),Aetna,Commercial,"$789,742","$789,742",$0,0.0%,"3,658"
183460006,Obstetric emergency hospital admission,Anthem,Commercial,"$1,417,376","$1,417,376",$0,0.0%,"11,557"
315639002,Initial patient assessment (procedure),Humana,Commercial,"$3,524,476","$3,524,476",$0,0.0%,"6,981"
237001001,Augmentation of labor,Anthem,Commercial,"$3,819,530","$3,819,530",$0,0.0%,"1,014"
710839006,Assessment of cardiac status using monitoring device (procedure),Aetna,Commercial,"$281,703","$281,703",$0,0.0%,593
390791001,Referral for echocardiography (procedure),Aetna,Commercial,"$580,982","$580,982",$0,0.0%,"1,206"
315124004,Human immunodeficiency virus viral load (procedure),Cigna Health,Commercial,"$1,252,083","$1,252,083",$0,0.0%,"2,564"
233553003,Vascular cannula removal (procedure),Medicare,Government,"$2,220,239","$2,220,239",$0,0.0%,"4,524"
114,(no description on file),Dual Eligible,Government,"$648,584","$648,584",$0,0.0%,"4,769"
1729584,(no description on file),Humana,Commercial,"$61,647","$61,647",$0,0.0%,570
1856546,(no description on file),Humana,Commercial,"$60,334","$60,334",$0,0.0%,"2,738"
43075005,Partial resection of colon,Medicare,Government,"$50,981,084","$50,981,084",$0,0.0%,"2,283"
473231009,Renal disorder medication review (procedure),Aetna,Commercial,"$1,867,546","$1,867,546",$0,0.0%,"3,866"
10383002,Counseling for termination of pregnancy,NO_INSURANCE,Self-Pay / Uninsured,"$2,183,395","$2,183,395",$0,0.0%,"4,396"
311555007,Speech and language therapy regime (regime/therapy),Humana,Commercial,"$3,264,217","$3,264,217",$0,0.0%,"3,389"
225338004,Risk assessment (procedure),Dual Eligible,Government,"$739,666","$739,666",$0,0.0%,"1,636"
1659149,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$5,404","$5,404",$0,0.0%,597
868187001,Assessment using Car  Relax  Alone  Forget  Friends  Trouble Screening Test (procedure),NO_INSURANCE,Self-Pay / Uninsured,$904,$904,$0,0.0%,"25,116"
63332003,History AND physical examination (procedure),Medicare,Government,"$14,462,454","$14,462,454",$0,0.0%,"29,518"
351266,(no description on file),Dual Eligible,Government,"$1,729,824","$1,729,824",$0,0.0%,"7,768"
473231009,Renal disorder medication review (procedure),Dual Eligible,Government,"$4,410,292","$4,410,292",$0,0.0%,"9,710"
1290459008,Plain X-ray of ankle region (procedure),Medicaid,Government,"$349,955","$349,955",$0,0.0%,663
315124004,Human immunodeficiency virus viral load (procedure),UnitedHealthcare,Commercial,"$699,352","$699,352",$0,0.0%,"1,403"
170837001,Allergic disorder initial assessment,Aetna,Commercial,"$135,060","$135,060",$0,0.0%,"1,153"
274031008,Rectal polypectomy,NO_INSURANCE,Self-Pay / Uninsured,"$17,873,406","$17,873,406",$0,0.0%,"1,856"
33195004,External beam radiation therapy procedure (procedure),Blue Cross Blue Shield,Commercial,"$1,945,287","$1,945,287",$0,0.0%,"1,946"
3,(no description on file),Medicare,Government,"$547,808","$547,808",$0,0.0%,"4,028"
26604007,Complete blood count (procedure),Cigna Health,Commercial,"$179,317","$179,317",$0,0.0%,369
